"Product","Gene_Name","Count","Example_Tag","DbXrefs"
"transcriptional regulator LsrR","lsrR",9,"GEGEGB_18695","COG:COG2390, COG:K, GO:0003677, GO:0005737, GO:0030246, RefSeq:WP_001283049.1, SO:0001217, UniParc:UPI000005A61D, UniRef:UniRef100_Q5PJE8, UniRef:UniRef50_Q8ZKQ5, UniRef:UniRef90_Q8ZKQ5"
"transcriptional regulator MelR","melR",9,"GEGEGB_22205","COG:COG2207, COG:K, GO:0003677, GO:0003700, GO:0006355, RefSeq:WP_000106992.1, SO:0001217, UniParc:UPI000005A86F, UniRef:UniRef100_A0A8X6K680, UniRef:UniRef50_P0ACH9, UniRef:UniRef90_A0A6C6ZA17"
"transcriptional regulator NanR","nanR",9,"GEGEGB_17160","BlastRules:WP_000382926, COG:COG2186, COG:K, GO:0003677, GO:0003700, GO:0045892, SO:0001217, UniParc:UPI00016045C5, UniRef:UniRef100_Q57JC8, UniRef:UniRef50_G0E1Z6, UniRef:UniRef90_B4TWJ1"
"transcriptional regulator NrdR","nrdR",9,"GEGEGB_12900","COG:COG1327, COG:K, GO:0003677, GO:0005524, GO:0006355, GO:0008270, GO:0045892, GO:0140110, RefSeq:WP_000543533.1, SO:0001217, UniParc:UPI000005A23A, UniRef:UniRef100_B5EXF6, UniRef:UniRef50_Q6D850, UniRef:UniRef90_B5EXF6"
"transcriptional regulator PtsJ","ptsJ",9,"GEGEGB_02290","COG:COG1167, COG:KE, GO:0003677, GO:0003700, GO:0006355, GO:0008483, GO:0009058, GO:0030170, GO:0045892, GO:1901605, RefSeq:WP_000565130.1, SO:0001217, UniParc:UPI0000059AF5, UniRef:UniRef100_A0A725VQC5, UniRef:UniRef50_P40193, UniRef:UniRef90_P40193"
"transcriptional regulator RcsA","rcsA",9,"GEGEGB_04815","COG:COG2771, COG:K, GO:0003677, GO:0006355, GO:0050896, RefSeq:WP_000103972.1, SO:0001217, UniParc:UPI0000059CA5, UniRef:UniRef100_Q56083, UniRef:UniRef50_P0DMD0, UniRef:UniRef90_P54698"
"transcriptional regulator RcsB","rcsB",9,"GEGEGB_03200","COG:COG2197, COG:TK, GO:0000160, GO:0003677, GO:0006355, RefSeq:WP_001061910.1, SO:0001217, UniParc:UPI0000059B95, UniRef:UniRef100_Q56127, UniRef:UniRef50_P0DMC8, UniRef:UniRef90_P0DMC8, VFDB:VFC0301, VFDB:VFG049018"
"transcriptional regulator SdiA","sdiA",9,"GEGEGB_04975","COG:COG2771, COG:K, GO:0003677, GO:0006355, RefSeq:WP_001157173.1, SO:0001217, UniParc:UPI0000059CC3, UniRef:UniRef100_A0A3U5QMU8, UniRef:UniRef50_P07026, UniRef:UniRef90_A9MMM9"
"transcriptional regulator SlyA","slyA",9,"GEGEGB_06955","COG:COG1846, COG:K, GO:0003677, GO:0003700, GO:0006355, RefSeq:WP_000445639.1, SO:0001217, UniParc:UPI0000059E20, UniRef:UniRef100_P61090, UniRef:UniRef50_P40676, UniRef:UniRef90_P40676"
"transcriptional regulator TctD","tctD",9,"GEGEGB_14120","COG:COG0745, COG:TK, RefSeq:WP_001237936.1, SO:0001217, UniParc:UPI000005A30C, UniRef:UniRef100_A0A725GB62, UniRef:UniRef50_E1WA34, UniRef:UniRef90_A0A169UL51"
"transcriptional regulator TdcA","tdcA",9,"GEGEGB_16670","COG:COG0583, COG:K, GO:0003700, GO:0006355, RefSeq:WP_001094904.1, SO:0001217, UniParc:UPI000005A4CC, UniRef:UniRef100_A0A725VD01, UniRef:UniRef50_P0ACQ8, UniRef:UniRef90_A8AQ10"
"transcriptional regulator TyrR","tyrR",9,"GEGEGB_08415","COG:COG3283, COG:KE, GO:0003677, GO:0005524, GO:0005737, GO:0006355, GO:0008134, GO:0016887, GO:0019439, RefSeq:WP_001235493.1, SO:0001217, UniParc:UPI0000059F1B, UniRef:UniRef100_P0A2D8, UniRef:UniRef50_P07604, UniRef:UniRef90_P07604"
"transcriptional regulator UhpA","uhpA",9,"GEGEGB_19690","COG:COG2197, COG:TK, GO:0003677, GO:0006355, RefSeq:WP_000633674.1, SO:0001217, UniParc:UPI000005A6BD, UniRef:UniRef100_A0A725VML8, UniRef:UniRef50_P27667, UniRef:UniRef90_A0A2V3KII7"
"transcriptional repressor LexA","lexA",9,"GEGEGB_21895","COG:COG1974, COG:KT, EC:3.4.21.88, GO:0003677, GO:0004252, GO:0006260, GO:0006281, GO:0006282, GO:0006355, GO:0006508, GO:0009432, GO:0045892, RefSeq:WP_000646079.1, SO:0001217, UniParc:UPI000005A832, UniRef:UniRef100_B5F1Q6, UniRef:UniRef50_Q87KN2, UniRef:UniRef90_A1JRT9"
"transcriptional repressor MprA","mprA",9,"GEGEGB_14285","COG:COG1846, COG:K, RefSeq:WP_000378431.1, SO:0001217, UniParc:UPI000005A327, UniRef:UniRef100_A0A5W0NLP4, UniRef:UniRef50_A0A8J7KV19, UniRef:UniRef90_A0A0G3S669"
"translation elongation factor 4","lepA",9,"GEGEGB_01485","COG:COG0481, COG:J, EC:3.6.5.n1, GO:0003746, GO:0003924, GO:0005525, GO:0005886, GO:0043022, GO:0045727, GO:0097216, RefSeq:WP_000790154.1, SO:0001217, UniParc:UPI0000059A69, UniRef:UniRef100_B5F1G3, UniRef:UniRef50_Q7VL73, UniRef:UniRef90_A1JKK1"
"translation elongation factor Ts","tsf",9,"GEGEGB_01165","COG:COG0264, COG:J, GO:0003746, GO:0005737, GO:0006414, SO:0001217, UniParc:UPI00004F789D, UniRef:UniRef100_Q57T38, UniRef:UniRef50_Q4QLZ5, UniRef:UniRef90_Q57T38"
"translation initiation factor IF-1","infA",9,"GEGEGB_10450","COG:COG0361, COG:J, GO:0003743, GO:0005737, GO:0006413, GO:0019843, GO:0043022, RefSeq:WP_001040187.1, SO:0001217, UniParc:UPI000005A08B, UniRef:UniRef100_A8AIJ9, UniRef:UniRef50_A8AZK3, UniRef:UniRef90_A8H5L4"
"translation initiation factor IF-2","infB",9,"GEGEGB_16880","COG:COG0532, COG:J, GO:0003743, GO:0003924, GO:0005525, GO:0005737, GO:0006413, RefSeq:WP_000131175.1, SO:0001217, UniParc:UPI000005A4F2, UniRef:UniRef100_Q8Z3H7, UniRef:UniRef50_Q9ZF22, UniRef:UniRef90_Q8Z3H7"
"translation initiation factor IF-3","infC",9,"GEGEGB_06435","COG:COG0290, COG:J, GO:0003743, GO:0006413, SO:0001217, UniRef:UniRef50_Q9I0A0, UniRef:UniRef90_A0A0H3KV92"
"trehalose operon repressor TreR","treR",9,"GEGEGB_23690","COG:COG1609, COG:K, GO:0000976, GO:0003700, GO:0005975, GO:0005991, GO:0006355, GO:0045892, RefSeq:WP_001181306.1, SO:0001217, UniParc:UPI000005A977, UniRef:UniRef100_A0A725K0H0, UniRef:UniRef50_P36673, UniRef:UniRef90_P36674"
"trehalose-phosphatase","otsB",9,"GEGEGB_05070","COG:COG1877, COG:G, EC:3.1.3.12, GO:0000287, GO:0004805, GO:0005992, SO:0001217, UniRef:UniRef50_P31678, UniRef:UniRef90_E1WGG9"
"tricarballylate utilization protein TcuB","tcuB",9,"GEGEGB_11525","BlastRules:WP_000811134, GO:0006101, GO:0046872, GO:0051539, RefSeq:WP_000811143.1, SO:0001217, UniParc:UPI000005A149, UniRef:UniRef100_A0A726AGH9, UniRef:UniRef50_P05853, UniRef:UniRef90_P37463"
"tricarballylate/proton symporter TcuC","tcuC",9,"GEGEGB_11530","BlastRules:WP_000057014, COG:COG2814, COG:G, GO:0005886, GO:0006101, GO:0015293, RefSeq:WP_000057014.1, SO:0001217, UniParc:UPI000005A14A, UniRef:UniRef100_P0A2G4, UniRef:UniRef50_P07661, UniRef:UniRef90_P0A2G4"
"trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase","putA",9,"GEGEGB_09510","COG:COG4230, COG:E, GO:0001046, GO:0001217, GO:0003700, GO:0003842, GO:0004657, GO:0006355, GO:0006561, GO:0006562, GO:0009898, GO:0010133, GO:0010238, GO:0016620, GO:0043565, GO:0045892, GO:0071235, GO:0098531, GO:0098562, GO:1901973, RefSeq:WP_000537509.1, SO:0001217, UniParc:UPI0000059FE0, UniRef:UniRef100_A0A3U9RNU6, UniRef:UniRef50_P09546, UniRef:UniRef90_P10503"
"trigger factor","tig",9,"GEGEGB_12725","COG:COG0544, COG:O, EC:5.2.1.8, GO:0003755, GO:0005737, GO:0005854, GO:0007049, GO:0015031, GO:0043022, GO:0043335, GO:0044183, GO:0051082, GO:0051083, GO:0051301, GO:0061077, RefSeq:WP_001198406.1, SO:0001217, UniParc:UPI000005A217, UniRef:UniRef100_B4T9E2, UniRef:UniRef50_Q32JJ2, UniRef:UniRef90_Q32JJ2"
"trimethylamine-N-oxide reductase TorA","torA",9,"GEGEGB_19515","COG:C, COG:COG0243, EC:1.7.2.3, GO:0009055, GO:0009061, GO:0030151, GO:0030288, GO:0042597, GO:0043546, GO:0050626, RefSeq:WP_000790669.1, SO:0001217, UniParc:UPI000005A6A7, UniRef:UniRef100_Q8Z2M4, UniRef:UniRef50_P33225, UniRef:UniRef90_Q8ZKZ7"
"triose-phosphate isomerase","tpiA",9,"GEGEGB_18655","COG:COG0149, COG:G, EC:5.3.1.1, GO:0004807, GO:0005829, GO:0006094, GO:0006096, GO:0019563, GO:0046166, RefSeq:WP_001216342.1, SO:0001217, UniParc:UPI000005A615, UniRef:UniRef100_Q8Z2Y2, UniRef:UniRef50_P50921, UniRef:UniRef90_Q9Z6B9"
"triphosphoribosyl-dephospho-CoA synthase CitG","citG",9,"GEGEGB_11845","COG:COG1767, COG:H, EC:2.4.2.52, GO:0005524, GO:0016310, GO:0046917, RefSeq:WP_000982670.1, SO:0001217, UniParc:UPI000005A180, UniRef:UniRef100_Q8Z8J2, UniRef:UniRef50_P58161, UniRef:UniRef90_Q8ZR14"
"trp operon repressor","trpR",9,"GEGEGB_24410","COG:COG2973, COG:K, GO:0003700, GO:0005737, GO:0006355, GO:0043565, GO:0045892, RefSeq:WP_000192005.1, SO:0001217, UniParc:UPI000005A9EC, UniRef:UniRef100_B5F541, UniRef:UniRef50_A9MR96, UniRef:UniRef90_A9N7F3"
"tryptophan permease","mtr",9,"GEGEGB_16835","COG:COG0814, COG:E, GO:0005886, GO:0015173, GO:0015293, GO:0015801, KEGG:K03835, RefSeq:WP_000224390.1, SO:0001217, UniParc:UPI000005A4EB, UniRef:UniRef100_A0A725JUQ4, UniRef:UniRef50_P0AAD2, UniRef:UniRef90_P0AAD2"
"twin-arginine translocase subunit TatE","tatE",9,"GEGEGB_11780","COG:COG1826, COG:U, GO:0008320, GO:0033281, GO:0043953, KEGG:K03425, RefSeq:WP_000503938.1, SO:0001217, UniParc:UPI000005A174, UniRef:UniRef100_B5FMM7, UniRef:UniRef50_B7LLI4, UniRef:UniRef90_A9MKE5"
"two component system sensor histidine kinase QseE/GlrK","qseE",9,"GEGEGB_01585","BlastRules:WP_001301750, COG:COG0642, COG:T, RefSeq:WP_001538042.1, SO:0001217, UniParc:UPI0000059A7B, UniRef:UniRef100_A0A6C7HTN1, UniRef:UniRef50_D0ZDB5, UniRef:UniRef90_A0A1V8NUL8"
"two-component response regulator DpiA","dpiA",9,"GEGEGB_11810","RefSeq:WP_000138786.1, SO:0001217, UniParc:UPI000005A179, UniRef:UniRef100_A0A5W1RGU6, UniRef:UniRef50_P0AEF6, UniRef:UniRef90_A0A078LJD7"
"two-component sensor histidine kinase BarA","barA",9,"GEGEGB_15060","COG:COG4999, COG:T, EC:2.7.13.3, GO:0000155, GO:0000160, GO:0005524, GO:0005886, GO:0016020, GO:0016310, RefSeq:WP_000186405.1, SO:0001217, UniParc:UPI000005A3B7, UniRef:UniRef100_A0A726ACL2, UniRef:UniRef50_P0AEC7, UniRef:UniRef90_P0AEC7"
"two-component system QseEF-associated lipoprotein QseG","qseG",9,"GEGEGB_01590","RefSeq:WP_001054239.1, SO:0001217, UniParc:UPI0000059A7C, UniRef:UniRef100_A0A8E6XFL2, UniRef:UniRef50_P0AD45, UniRef:UniRef90_A0A379QWD6"
"two-component system response regulator ArcA","arcA",9,"GEGEGB_24495","COG:COG0745, COG:TK, GO:0000160, GO:0003677, GO:0005737, GO:0006355, RefSeq:WP_001194359.1, SO:0001217, UniParc:UPI000005A9F8, UniRef:UniRef100_A0A3T3EQ77, UniRef:UniRef50_P0A9Q3, UniRef:UniRef90_P0A9Q3"
"two-component system response regulator BaeR","baeR",9,"GEGEGB_03925","COG:COG0745, COG:TK, GO:0000156, GO:0000160, GO:0000976, GO:0000987, GO:0003677, GO:0005829, GO:0006355, GO:0032993, GO:0042802, GO:2000144, GO:2001023, RefSeq:WP_000137847.1, SO:0001217, UniParc:UPI0000059C1B, UniRef:UniRef100_A0A725FWV1, UniRef:UniRef50_P69229, UniRef:UniRef90_P69229"
"two-component system response regulator BtsR","btsR",9,"GEGEGB_03725","COG:COG3279, COG:KT, GO:0000156, GO:0003677, RefSeq:WP_000598634.1, SO:0001217, UniParc:UPI0000059BF3, UniRef:UniRef100_A0A725K3G3, UniRef:UniRef50_Q8ZNN2, UniRef:UniRef90_Q8ZNN2"
"two-component system response regulator CreB","creB",9,"GEGEGB_24440","COG:COG0745, COG:TK, GO:0000160, GO:0003677, GO:0006355, RefSeq:WP_001187043.1, SO:0001217, UniParc:UPI000005A9F0, UniRef:UniRef100_A0A725VM53, UniRef:UniRef50_P08368, UniRef:UniRef90_A0A2X4XVJ5"
"two-component system response regulator DcuR","dcuR",9,"GEGEGB_22235","COG:COG4565, COG:KT, GO:0000160, GO:0003700, RefSeq:WP_000611308.1, SO:0001217, UniParc:UPI000005A875, UniRef:UniRef100_A0A725FUI5, UniRef:UniRef50_P0AD02, UniRef:UniRef90_A0A078LIZ2"
"two-component system response regulator KdpE","kdpE",9,"GEGEGB_11450","COG:COG0745, COG:TK, GO:0000160, GO:0003677, GO:0006355, RefSeq:WP_000186051.1, SO:0001217, UniParc:UPI000005A13E, UniRef:UniRef100_A0A725VLA2, UniRef:UniRef50_P21866, UniRef:UniRef90_J7QYM1"
"two-component system response regulator NarL","narL",9,"GEGEGB_08865","COG:COG2197, COG:TK, GO:0000160, GO:0003677, GO:0006355, RefSeq:WP_001064595.1, SO:0001217, UniParc:UPI0000059F6D, UniRef:UniRef100_A0A725VJS6, UniRef:UniRef50_A0A0B3BPH0, UniRef:UniRef90_A0A078L8Y5"
"two-component system response regulator OmpR","ompR",9,"GEGEGB_21165","COG:COG0745, COG:TK, GO:0000160, GO:0003677, GO:0005737, GO:0006355, RefSeq:WP_001157751.1, SO:0001217, UniParc:UPI0000000AFA, UniRef:UniRef100_P0AA18, UniRef:UniRef50_P0AA18, UniRef:UniRef90_P0AA18"
"two-component system response regulator PgtA","pgtA",9,"GEGEGB_02515","BlastRules:WP_000930843, COG:COG2204, COG:T, GO:0000160, GO:0005524, GO:0005737, GO:0006355, GO:0043565, SO:0001217, UniRef:UniRef50_P06184, UniRef:UniRef90_P06184"
"two-component system response regulator PhoP","phoP",9,"GEGEGB_08935","BlastRules:WP_000986522, BlastRules:WP_000986523, COG:COG0745, COG:TK, GO:0000156, GO:0000976, GO:0001216, GO:0005829, GO:0006355, GO:0032993, SO:0001217, UniParc:UPI0000059F79, UniRef:UniRef100_Q8Z7H2, UniRef:UniRef50_P23836, UniRef:UniRef90_Q8Z7H2"
"two-component system response regulator QseF/GlrR","qseF",9,"GEGEGB_01595","BlastRules:WP_001295369, COG:COG2204, COG:T, GO:0000160, GO:0003677, GO:0005524, GO:0005737, GO:0006355, GO:0008134, GO:0016887, RefSeq:WP_000625590.1, SO:0001217, UniParc:UPI0000059A7D, UniRef:UniRef100_A0A5I9MN81, UniRef:UniRef50_P0AFU4, UniRef:UniRef90_P0AFU4"
"two-component system response regulator RssB","rssB",9,"GEGEGB_08805","COG:COG0784, COG:T, GO:0000160, RefSeq:WP_000193432.1, SO:0001217, UniParc:UPI0000059F62, UniRef:UniRef100_A0A8E7D1X4, UniRef:UniRef50_P0AEV2, UniRef:UniRef90_A0A2X2YJB1"
"two-component system response regulator RstA","rstA",9,"GEGEGB_07100","COG:COG0745, COG:TK, GO:0000160, GO:0003677, GO:0006355, RefSeq:WP_001080045.1, SO:0001217, UniParc:UPI0000059E3D, UniRef:UniRef100_A0A725VKR2, UniRef:UniRef50_A7MMN3, UniRef:UniRef90_A0A2I5HH87"
"two-component system response regulator TtrR","ttrR",9,"GEGEGB_06665","BlastRules:WP_000190927, COG:COG4566, COG:TK, GO:0000156, GO:0000976, GO:0005829, GO:0006355, GO:0032993, RefSeq:WP_000190927.1, SO:0001217, UniParc:UPI0000059DEC, UniRef:UniRef100_Q7CQM8, UniRef:UniRef50_Q7CQM8, UniRef:UniRef90_Q7CQM8"
"two-component system sensor histidine kinase BaeS","baeS",9,"GEGEGB_03930","COG:COG5002, COG:T, EC:2.7.13.3, GO:0000155, GO:0007165, GO:0016020, GO:0016310, RefSeq:WP_000870082.1, SO:0001217, UniParc:UPI0000059C1C, UniRef:UniRef100_A0A725FZE8, UniRef:UniRef50_P30847, UniRef:UniRef90_C0Q118"
"two-component system sensor histidine kinase CreC","creC",9,"GEGEGB_24445","COG:COG0642, COG:T, EC:2.7.13.3, GO:0000155, GO:0007165, GO:0016020, GO:0016310, RefSeq:WP_001219535.1, SO:0001217, UniParc:UPI000005A9F1, UniRef:UniRef100_A0A0H2VSK4, UniRef:UniRef50_A1JPM3, UniRef:UniRef90_A0A0H3NQ82"
"two-component system sensor histidine kinase EnvZ","envZ",9,"GEGEGB_21170","EC:2.7.13.3, GO:0000155, GO:0005524, GO:0005886, GO:0007165, GO:0016020, GO:0016310, RefSeq:WP_001253815.1, SO:0001217, UniParc:UPI000005A7B7, UniRef:UniRef100_P41406, UniRef:UniRef50_P0AEJ4, UniRef:UniRef90_P41406"
"two-component system sensor histidine kinase KdpD","kdpD",9,"GEGEGB_11445","COG:COG2205, COG:T, EC:2.7.13.3, GO:0000155, GO:0000160, RefSeq:WP_000997483.1, SO:0001217, UniParc:UPI000005A13D, UniRef:UniRef100_A0A725K360, UniRef:UniRef50_A0A379SCL3, UniRef:UniRef90_A0A379SCL3"
"two-component system sensor histidine kinase PgtB","pgtB",9,"GEGEGB_02510","BlastRules:WP_000678496, COG:COG4192, COG:T, EC:2.7.13.3, GO:0000155, GO:0005524, GO:0005886, RefSeq:WP_000678500.1, SO:0001217, UniParc:UPI0000059B17, UniRef:UniRef100_A0A725VHG8, UniRef:UniRef50_P37433, UniRef:UniRef90_P37433"
"two-component system sensor histidine kinase PhoQ","phoQ",9,"GEGEGB_08940","BlastRules:WP_001031687, COG:COG0642, COG:T, EC:2.7.13.3, EC:3.1.3.-, GO:0000155, GO:0000160, GO:0004673, GO:0004721, GO:0005524, GO:0005886, GO:0016772, GO:0046872, KEGG:K07637, RefSeq:WP_001031689.1, SO:0001217, UniParc:UPI0000059F7A, UniRef:UniRef100_Q8Z7H3, UniRef:UniRef50_Q83RR1, UniRef:UniRef90_Q8Z7H3"
"two-component system sensor histidine kinase RcsC","rcsC",9,"GEGEGB_03195","COG:COG0784, COG:T, EC:2.7.13.3, GO:0000155, GO:0000160, GO:0005524, GO:0005886, GO:0006355, GO:0016020, GO:0018106, RefSeq:WP_000876074.1, SO:0001217, UniParc:UPI0000059B94, UniRef:UniRef100_Q56128, UniRef:UniRef50_P0DMC5, UniRef:UniRef90_P58662"
"two-component system sensor histidine kinase RstB","rstB",9,"GEGEGB_07085","COG:COG0642, COG:T, EC:2.7.13.3, GO:0000155, GO:0007165, GO:0016020, GO:0016310, KEGG:K07639, RefSeq:WP_001681605.1, SO:0001217, UniParc:UPI000190F112, UniRef:UniRef100_Q8Z6R8, UniRef:UniRef50_P18392, UniRef:UniRef90_Q8Z6R8"
"two-component system sensor histidine kinase TtrS","ttrS",9,"GEGEGB_06660","BlastRules:WP_001214413, COG:COG4191, COG:T, EC:2.7.13.3, GO:0000155, GO:0005524, GO:0005886, RefSeq:WP_001214403.1, SO:0001217, UniParc:UPI0000059DEB, UniRef:UniRef100_A0A726AC79, UniRef:UniRef50_Q8ZPP6, UniRef:UniRef90_Q8ZPP6"
"two-component system sensor histidine kinase ZraS","zraS",9,"GEGEGB_18215","COG:COG0642, COG:T, EC:2.7.13.3, GO:0000155, GO:0005524, GO:0005886, GO:0007165, GO:0016310, SO:0001217, UniRef:UniRef50_P14377, UniRef:UniRef90_P37461"
"two-domain cob(I)yrinic acid a,c-diamide adenosyltransferase PduO","pduO",9,"GEGEGB_04385","BlastRules:WP_001029486, COG:COG3193, COG:T, EC:2.5.1.-, EC:2.5.1.17, GO:0005524, GO:0008817, GO:0009236, GO:0031472, GO:0046872, GO:0051144, KEGG:K11477, RefSeq:WP_001029486.1, SO:0001217, UniParc:UPI0000059C69, UniRef:UniRef100_A0A5W5AGG5, UniRef:UniRef50_Q8ZNR5, UniRef:UniRef90_Q8ZNR5"
"type 1 fimbrial protein subunit FimA","fimA",9,"GEGEGB_12210","BlastRules:WP_000681030, BlastRules:WP_000681037, RefSeq:WP_000681037.1, SO:0001217, UniParc:UPI000005A1BE, UniRef:UniRef100_P37920, UniRef:UniRef90_P37921"
"type 3 dihydrofolate reductase","folA",9,"GEGEGB_00470","GO:0004146, GO:0046654, RefSeq:WP_000624378.1, SO:0001217, UniParc:UPI00000599BA, UniRef:UniRef100_A0A725GB06, UniRef:UniRef50_P31074, UniRef:UniRef90_A0A078LLG1"
"type B 50S ribosomal protein L31","rpmE2",9,"GEGEGB_12595","COG:COG0254, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:1990904, RefSeq:WP_000801415.1, SO:0001217, UniParc:UPI000005A201, UniRef:UniRef100_B5EXK9, UniRef:UniRef50_Q8X9T8, UniRef:UniRef90_A9MM02"
"type I DNA topoisomerase","topA",9,"GEGEGB_08605","BlastRules:WP_000513593, COG:COG0551, COG:L, EC:5.6.2.1, GO:0003677, GO:0003916, GO:0003917, GO:0005694, GO:0005737, GO:0005829, GO:0006260, GO:0006265, GO:0046872, RefSeq:WP_000513593.1, SO:0001217, UniParc:UPI0000059F3E, UniRef:UniRef100_P0A2I2, UniRef:UniRef50_P06612, UniRef:UniRef90_P06612"
"type I fimbriae adaptor protein FimF","fimF",9,"GEGEGB_12185","COG:COG3539, COG:N, GO:0009289, GO:0043709, RefSeq:WP_000603408.1, SO:0001217, UniParc:UPI000005A1B9, UniRef:UniRef100_A0A725VE55, UniRef:UniRef50_P38052, UniRef:UniRef90_P37926, VFDB:VFC0001, VFDB:VFG000448"
"type I fimbriae minor fimbrial subunit FimH, adhesin","fimH",9,"GEGEGB_12190","COG:COG3539, COG:N, GO:0007155, GO:0009289, GO:0043709, KEGG:K07350, RefSeq:WP_000708646.1, SO:0001217, UniParc:UPI000005A1BA, UniRef:UniRef100_A0A725VJ11, UniRef:UniRef50_P37925, UniRef:UniRef90_P37925, VFDB:VFC0001, VFDB:VFG000447"
"type I methionyl aminopeptidase","map",9,"GEGEGB_01145","COG:COG0024, COG:J, EC:3.4.11.18, GO:0004239, GO:0005829, GO:0006508, GO:0036211, GO:0046914, GO:0070006, KEGG:K01265, RefSeq:WP_001018214.1, SO:0001217, UniParc:UPI0000059A35, UniRef:UniRef100_P0A1X7, UniRef:UniRef50_P0A1X7, UniRef:UniRef90_P0A1X7"
"type I pantothenate kinase","coaA",9,"GEGEGB_18370","COG:COG1072, COG:H, EC:2.7.1.33, GO:0004594, GO:0005524, GO:0005737, GO:0015937, GO:0016310, SO:0001217, UniParc:UPI00016BE96A, UniRef:UniRef100_B5F0V8, UniRef:UniRef50_Q89WM2, UniRef:UniRef90_A8AKV0"
"type I-E CRISPR-associated endonuclease Cas1e","cas1e",9,"GEGEGB_14905","COG:COG1518, COG:V, EC:3.1.-.-, GO:0003676, GO:0003677, GO:0004520, GO:0005737, GO:0006281, GO:0006974, GO:0008821, GO:0017108, GO:0042802, GO:0042803, GO:0043571, GO:0046872, GO:0051607, GO:0099048, RefSeq:WP_000118669.1, SO:0001217, UniParc:UPI000005A39C, UniRef:UniRef100_A0A726AMY9, UniRef:UniRef50_Q46896, UniRef:UniRef90_Q46896"
"type I-E CRISPR-associated endoribonuclease Cas2e","cas2e",9,"GEGEGB_14900","GO:0004521, GO:0043571, RefSeq:WP_000062282.1, SO:0001217, UniParc:UPI000005A39B, UniRef:UniRef100_A0A725GAN4, UniRef:UniRef50_P45956, UniRef:UniRef90_A0A0R9N551"
"type II secretion system protein GspE","gspE",9,"GEGEGB_00790","COG:COG2804, COG:NUW, RefSeq:WP_000650611.1, SO:0001217, UniParc:UPI00000599F4, UniRef:UniRef100_A0A725VD32, UniRef:UniRef50_A0A0F6RDI1, UniRef:UniRef90_A0A707INB5"
"type II toxin-antitoxin system RatA family toxin","pasT",9,"GEGEGB_13900","COG:COG2867, COG:J, RefSeq:WP_001537508.1, SO:0001217, UniParc:UPI000169FD7C, UniRef:UniRef100_A0A3V6R9G9, UniRef:UniRef50_A0A653DK35, UniRef:UniRef90_A0A657HQ93"
"type III restriction-modification system endonuclease","res",9,"GEGEGB_13210","COG:COG3587, COG:V, EC:3.1.21.5, GO:0003677, GO:0004386, GO:0005524, GO:0009307, GO:0015668, GO:0016788, SO:0001217, UniRef:UniRef50_P40815, UniRef:UniRef90_P40815"
"type III secretion system accessory cytosolic protein OrgA","orgA",9,"GEGEGB_14580","SO:0001217, UniParc:UPI000005A35E, UniRef:UniRef100_A0A5J2KG63, UniRef:UniRef50_D0ZV07, UniRef:UniRef90_D0ZV07, VFDB:VFC0086, VFDB:VFG003645"
"type III secretion system chaperone SigE","sigE",9,"GEGEGB_09665","BlastRules:WP_000444724, BlastRules:WP_000444726, GO:0005737, RefSeq:WP_000444726.1, SO:0001217, UniParc:UPI0000059FFE, UniRef:UniRef100_Q8Z7R2, UniRef:UniRef50_Q8Z7R2, UniRef:UniRef90_Q8Z7R2"
"type III secretion system effector OrgC","orgC",9,"GEGEGB_14570","RefSeq:WP_000612184.1, SO:0001217, UniParc:UPI000005A35C, UniRef:UniRef100_A0A5I5V5T1, UniRef:UniRef50_A0A0K0HDS2, UniRef:UniRef90_A0A0N1QT27, VFDB:VFC0086, VFDB:VFG003635"
"type III secretion system effector SopF","sopF",9,"GEGEGB_05895","BlastRules:WP_000917257, RefSeq:WP_000917281.1, SO:0001217, UniParc:UPI0000059D66, UniRef:UniRef100_A0A725G0T2, UniRef:UniRef50_A0A3F3IF27, UniRef:UniRef90_A0A3F3IF27"
"type III secretion system effector SseF","sseF",9,"GEGEGB_06750","RefSeq:WP_000690723.1, SO:0001217, UniParc:UPI0000059DFB, UniRef:UniRef100_A0A725VFZ1, UniRef:UniRef50_A0A2I5HH82, UniRef:UniRef90_A0A6C8G9D7, VFDB:VFC0086, VFDB:VFG000505"
"type III secretion system effector SseG","sseG",9,"GEGEGB_06755","RefSeq:WP_000805847.1, SO:0001217, UniParc:UPI0000059DFC, UniRef:UniRef100_A0A725VHV8, UniRef:UniRef50_A0A2I5HH81, UniRef:UniRef90_A0A1S0ZJR5, VFDB:VFC0086, VFDB:VFG000506"
"type III secretion system export apparatus protein InvA","invA",9,"GEGEGB_14710","BlastRules:WP_000927219, COG:COG4789, COG:U, GO:0005886, GO:0009306, KEGG:K03230, RefSeq:WP_000927219.1, SO:0001217, UniParc:UPI000005A377, UniRef:UniRef100_P0A1I4, UniRef:UniRef50_P0A1I5, UniRef:UniRef90_P0A1I4"
