Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCF_000022165.1,GCF_000020925.1,GCF_000020885.1,GCF_000007545.1,GCF_000170215.1,GCF_000020745.1,GCF_000171535.2,GCF_000171415.1,GCF_000171515.1
group_346,,SEC-C domain-containing protein,2,2,1.0,1,1274,,,,1140,1140,1140.0,AJBGEP_14485,,,,ODDLKH_15800,,,,
group_330,,Protein NO VEIN C-terminal domain-containing protein,2,2,1.0,1,1239,,,,1152,1152,1152.0,AJBGEP_14545,,,,ODDLKH_15860,,,,
group_329,,Glycosyltransferase family 4 protein,2,2,1.0,1,1233,,,,1158,1158,1158.0,,,,,,,,IKCLMC_09595,PKJKAM_20380
group_308,rfc,O-antigen polymerase,2,2,1.0,1,1155,,,,1200,1200,1200.0,,,,,,,,IKCLMC_09585,PKJKAM_20370
tetA,tet(A),tetracycline efflux MFS transporter Tet(A),2,2,1.0,1,1153,,,,1200,1200,1200.0,,,,,,LNHIMF_23470,,,PKJKAM_20135
tnpB,tnpB,IS200/IS605 family element transposase accessory protein TnpB,2,2,1.0,1,1140,,,,1206,1206,1206.0,,,BEJGEH_00520,GEGEGB_00535,,,,,
group_284,fimB,Integrase/recombinase includes phage integrase,2,2,1.0,1,1081,,,,1230,1230,1230.0,AJBGEP_14165,,,,,,,IKCLMC_00440,
glyA2,glyA2,Serine hydroxymethyltransferase 2,2,2,1.0,1,1068,,,,1239,1239,1239.0,,HFCAGB_21820,,GEGEGB_18525,,,,,
group_277,,Phage protein,2,2,1.0,1,1060,,,,1242,1242,1242.0,AJBGEP_12010,,,,ODDLKH_13690,,,,
rspA,rspA,D-galactonate dehydratase family member Dd703_0947,2,2,1.0,1,1037,,,,1254,1254,1254.0,,,BEJGEH_07285,,,,ONMMKP_02130,,
rfbX,rfbX,Putative O-antigen transporter,2,2,1.0,1,975,,,,1284,1284,1284.0,,HFCAGB_11765,,GEGEGB_04165,,,,,
group_250,,putative ATP-binding protein involved in virulence,2,2,1.0,1,973,,,,1284,1284,1284.0,AJBGEP_14505,,,,ODDLKH_15820,,,,
group_248,,putative component of the type VI protein secretion system contains a FHA domain,2,2,1.0,1,965,,,,1287,1287,1287.0,,HFCAGB_06005,BEJGEH_05270,,,,,,
xtmB,xtmB,PBSX family phage terminase large subunit,2,2,1.0,1,896,,,,1320,1320,1320.0,,,,,,LNHIMF_03015,ONMMKP_03790,,
group_223,,Inner membrane protein,2,2,1.0,1,883,,,,1323,1323,1323.0,AJBGEP_14600,,,,ODDLKH_15910,,,,
group_220,tssK,type VI secretion system baseplate subunit TssK,2,2,1.0,1,871,,,,1332,1332,1332.0,,HFCAGB_05995,BEJGEH_05260,,,,,,
group_219,,putative P-loop ATPase KAP-like,2,2,1.0,1,866,,,,1332,1332,1332.0,AJBGEP_12025,,,,ODDLKH_13705,,,,
group_217,,Polysaccharide biosynthesis protein,2,2,1.0,1,857,,,,1341,1341,1341.0,,,,,,,,IKCLMC_09565,PKJKAM_20350
group_209,,MFS transporter,2,2,1.0,1,826,,,,1359,1359,1359.0,,HFCAGB_09980,,,,,,,PKJKAM_04635
uhpC,uhpC,Sugar phosphate permease,2,2,1.0,1,815,,,,1362,1362,1362.0,,,BEJGEH_07275,,,,ONMMKP_02120,,
ydjK,ydjK,Putative metabolite transport protein YdjK,2,2,1.0,1,780,,,,1380,1380,1380.0,,HFCAGB_10010,,,,,,,PKJKAM_04665
group_200,,Aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,2,2,1.0,1,777,,,,1383,1383,1383.0,,,BEJGEH_10155,,,LNHIMF_10470,,,
hsdS,hsdS,Type I restriction enzyme StySJI specificity subunit,2,2,1.0,1,727,,,,1410,1410,1410.0,AJBGEP_23705,,,,ODDLKH_02000,,,,
tssA,tssA,type VI secretion system protein TssA,2,2,1.0,1,722,,,,1413,1413,1413.0,,HFCAGB_05975,BEJGEH_05240,,,,,,
manB,manB,Phosphomannomutase,2,2,1.0,1,672,,,,1437,1437,1437.0,,,,,,,,IKCLMC_09605,PKJKAM_20390
gogB,gogB,type III secretion system effector GogB anti-inflammatory effector,2,2,1.0,1,636,,,,1470,1470,1470.0,AJBGEP_13825,,,,,,,IKCLMC_05955,
tssC,tssC,type VI secretion system contractile sheath large subunit,2,2,1.0,1,632,,,,1473,1473,1473.0,,HFCAGB_06025,BEJGEH_05290,,,,,,
group_154,,Long-chain fatty acid--CoA ligase,2,2,1.0,1,600,,,,1497,1497,1497.0,,,BEJGEH_10150,,,LNHIMF_10465,,,
fliC,fliC,Flagellin,2,2,1.0,1,574,,,,1518,1518,1518.0,,HFCAGB_06295,BEJGEH_05545,,,,,,
group_139,,phage portal protein,2,2,1.0,1,537,,,,1548,1548,1548.0,AJBGEP_05155,HFCAGB_06895,,,,,,,
group_116,,IS481 family transposase,2,2,1.0,1,449,,,,1665,1665,1665.0,AJBGEP_24330,HFCAGB_24240,,,,,,,
group_114,sgrR,DNA-binding transcriptional regulator SgrR of sgrS sRNA contains a MarR-type HTH domain and a periplasmic-type solute-binding domain,2,2,1.0,1,435,,,,1680,1680,1680.0,AJBGEP_14575,,,,ODDLKH_15885,,,,
arsA,arsA,arsenical pump-driving ATPase,2,2,1.0,1,382,,,,1761,1761,1761.0,,,BEJGEH_10100,,,,,IKCLMC_10000,
group_97,yjcR,Uncharacterized conserved protein YjcR contains N-terminal HTH domain,2,2,1.0,1,378,,,,1767,1767,1767.0,,HFCAGB_14770,,GEGEGB_18005,,,,,
yjcR,yjcR,Uncharacterized conserved protein YjcR contains N-terminal HTH domain,2,2,1.0,1,371,,,,1776,1776,1776.0,,,,,,,ONMMKP_20625,,PKJKAM_09185
spvB,spvB,SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase SpvB,2,2,1.0,1,368,,,,1782,1782,1782.0,AJBGEP_24290,HFCAGB_24280,,,,,,,
group_91,,Tn3 family transposase,2,2,1.0,1,358,,,,1797,1797,1797.0,,,,,,LNHIMF_23460,,,PKJKAM_20125
group_89,,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,2,2,1.0,1,349,,,,1812,1812,1812.0,,,,,,,,IKCLMC_11925,PKJKAM_15650
oafA,oafA,Peptidoglycan/LPS O-acetylase OafA/YrhL contains acyltransferase and SGNH-hydrolase domains,2,2,1.0,1,340,,,,1830,1830,1830.0,AJBGEP_11995,,,,ODDLKH_13675,,,,
group_86,,DNA 3'-5' helicase,2,2,1.0,1,336,,,,1842,1842,1842.0,,HFCAGB_23840,,,,,,IKCLMC_16410,
group_85,,Inner membrane protein,2,2,1.0,1,335,,,,1842,1842,1842.0,AJBGEP_14595,,,,ODDLKH_15905,,,,
group_83,,DUF262 domain-containing protein,2,2,1.0,1,327,,,,1854,1854,1854.0,,,,,,,ONMMKP_11265,,PKJKAM_10930
tssF,tssF,type VI secretion system baseplate subunit TssF,2,2,1.0,1,326,,,,1854,1854,1854.0,,HFCAGB_06015,BEJGEH_05280,,,,,,
group_73,,Acyltransferase,2,2,1.0,1,296,,,,1923,1923,1923.0,,HFCAGB_13315,,GEGEGB_02540,,,,,
group_63,,Superfamily I DNA and RNA helicases,2,2,1.0,1,264,,,,1983,1983,1983.0,AJBGEP_14635,,,,ODDLKH_15945,,,,
group_59,,Replication gene A protein from bacteriophage origin,2,2,1.0,1,249,,,,2022,2022,2022.0,,,,,,,ONMMKP_20605,,PKJKAM_09165
group_55,clpP,ClpP-like prohead protease/major capsid protein fusion protein,2,2,1.0,1,234,,,,2055,2055,2055.0,AJBGEP_05160,HFCAGB_06900,,,,,,,
group_54,,DUF927 domain-containing protein,2,2,1.0,1,227,,,,2070,2070,2070.0,AJBGEP_14500,,,,ODDLKH_15815,,,,
gpA1,gpA1,Phage terminase large subunit GpA,2,2,1.0,1,210,,,,2136,2136,2136.0,AJBGEP_05145,HFCAGB_06885,,,,,,,
group_36,,Phage-related tail fiber protein,2,2,1.0,1,149,,,,2373,2373,2373.0,AJBGEP_13860,,,,,,,IKCLMC_05915,
faeD,faeD,F4 (K88) fimbrial usher FaeD,2,2,1.0,1,131,,,,2439,2439,2439.0,,,,,ODDLKH_00905,LNHIMF_22055,,,
group_29,,PapC-like C-terminal domain-containing protein,2,2,1.0,1,120,,,,2487,2487,2487.0,,HFCAGB_12095,,,,LNHIMF_11495,,,
group_23,,outer membrane usher protein,2,2,1.0,1,99,,,,2598,2598,2598.0,,,,,,,ONMMKP_09945,,PKJKAM_03650
group_16,,DUF927 domain-containing protein,2,2,1.0,1,80,,,,2673,2673,2673.0,,,BEJGEH_22855,,,LNHIMF_01790,,,
tssH,tssH,type VI secretion system ATPase TssH,2,2,1.0,1,67,,,,2736,2736,2736.0,,HFCAGB_05985,BEJGEH_05250,,,,,,
group_7,,Phage-related minor tail protein,2,2,1.0,1,41,,,,3087,3087,3087.0,AJBGEP_05200,HFCAGB_06940,,,,,,,
tssM,tssM,type VI secretion system membrane subunit TssM,2,2,1.0,1,24,,,,3522,3522,3522.0,,HFCAGB_05970,BEJGEH_05235,,,,,,
group_2927,,hypothetical protein,1,1,1.0,1,6316,,,,213,216,215.0,,,,,,LNHIMF_07140,,,
supH,supH,Sugar phosphatase SupH,1,1,1.0,1,5763,,,,171,261,216.0,,HFCAGB_04605,,,,,,,
group_2312,,hypothetical protein,1,1,1.0,1,5172,,,,606,606,606.0,AJBGEP_06500,,,,,,,,
group_2279,,phage holin lambda family,1,1,1.0,1,5137,,,,336,336,336.0,AJBGEP_14000,,,,,,,,
group_2277,ninG,Recombination protein NinG,1,1,1.0,1,5135,,,,612,612,612.0,AJBGEP_14060,,,,,,,,
group_2250,,hypothetical protein,1,1,1.0,1,5106,,,,156,156,156.0,,,,,,,,IKCLMC_16650,
group_2249,,DUF2190 domain-containing protein,1,1,1.0,1,5105,,,,429,429,429.0,,,,,,,,IKCLMC_11840,
group_2248,,Phage-related protein tail assembly protein I,1,1,1.0,1,5104,,,,648,648,648.0,,,,,,,,IKCLMC_05900,
group_2247,,hypothetical protein,1,1,1.0,1,5103,,,,606,606,606.0,,,,,,,,IKCLMC_05895,
group_2246,gp18,phage minor tail protein L,1,1,1.0,1,5102,,,,699,699,699.0,,,,,,,,IKCLMC_05890,
group_2245,,Phage tail protein,1,1,1.0,1,5101,,,,330,330,330.0,,,,,,,,IKCLMC_05885,
group_2244,,Phage-related minor tail protein,1,1,1.0,1,5100,,,,3096,3096,3096.0,,,,,,,,IKCLMC_05880,
group_2243,,phage minor tail protein G,1,1,1.0,1,5099,,,,396,396,396.0,,,,,,,,IKCLMC_01530,
group_2242,yjdB,Uncharacterized conserved protein YjdB contains Ig-like domain,1,1,1.0,1,5098,,,,744,744,744.0,,,,,,,,IKCLMC_01525,
group_2241,,Head decoration protein,1,1,1.0,1,5097,,,,348,348,348.0,,,,,,,,IKCLMC_01490,
group_2240,,Phage tail protein,1,1,1.0,1,5096,,,,384,384,384.0,,,,,,,,IKCLMC_01070,
group_2239,,DNA packaging protein,1,1,1.0,1,5095,,,,366,366,366.0,,,,,,,,IKCLMC_01065,
group_2238,,DUF2441 domain-containing protein,1,1,1.0,1,5094,,,,540,540,540.0,,,,,,,,IKCLMC_01005,
group_2237,,hypothetical protein,1,1,1.0,1,5093,,,,219,219,219.0,,,,,,,,IKCLMC_01000,
group_2236,,Lipocalin-like domain-containing protein,1,1,1.0,1,5092,,,,189,189,189.0,,,,,,,,IKCLMC_00990,
fin,fin,serine-type DNA invertase Fin,1,1,1.0,1,5091,,,,558,558,558.0,,,,,,,ONMMKP_20935,,
group_2235,,Tail fiber assembly like-protein,1,1,1.0,1,5090,,,,540,540,540.0,,,,,,,ONMMKP_20925,,
group_2234,,Tail fiber assembly protein,1,1,1.0,1,5089,,,,588,588,588.0,,,,,,,ONMMKP_20920,,
group_2233,tnp,IS6 family IS15DIV transposase,1,1,1.0,1,5088,,,,705,705,705.0,,,,,,LNHIMF_23570,,,
group_2232,tnp,IS6 family IS15DIV transposase,1,1,1.0,1,5087,,,,705,705,705.0,,,,,,LNHIMF_23540,,,
group_2231,,Sb23,1,1,1.0,1,5086,,,,588,588,588.0,,,,,,LNHIMF_21620,,,
group_2230,,Baseplate protein J-like domain-containing protein,1,1,1.0,1,5085,,,,1080,1080,1080.0,,,,,,LNHIMF_21615,,,
group_2229,,Phage protein GP46,1,1,1.0,1,5084,,,,414,414,414.0,,,,,,LNHIMF_21610,,,
group_2228,,Sb19,1,1,1.0,1,5083,,,,534,534,534.0,,,,,,LNHIMF_21605,,,
group_2227,,Baseplate protein,1,1,1.0,1,5082,,,,1059,1059,1059.0,,,,,,LNHIMF_21600,,,
group_2226,,phage major capsid protein,1,1,1.0,1,5081,,,,1341,1341,1341.0,,,,,,LNHIMF_21595,,,
group_2225,,Sb15,1,1,1.0,1,5080,,,,327,327,327.0,,,,,,LNHIMF_21580,,,
group_2224,,Phage tail protein,1,1,1.0,1,5079,,,,357,357,357.0,,,,,,LNHIMF_21575,,,
group_2223,,Sb13,1,1,1.0,1,5078,,,,1497,1497,1497.0,,,,,,LNHIMF_21570,,,
group_2222,,DUF2635 domain-containing protein,1,1,1.0,1,5077,,,,165,165,165.0,,,,,,LNHIMF_21565,,,
group_2221,tnp,IS200/IS605 family IS200F transposase,1,1,1.0,1,5076,,,,459,459,459.0,,,,GEGEGB_23525,,,,,
group_2220,gpD,Phage protein D,1,1,1.0,1,5075,,,,1101,1101,1101.0,,,,GEGEGB_18130,,,,,
group_2219,,Phage protein U,1,1,1.0,1,5074,,,,486,486,486.0,,,,GEGEGB_18125,,,,,
group_2218,,Phage-related tail protein,1,1,1.0,1,5073,,,,3078,3078,3078.0,,,,GEGEGB_18120,,,,,
group_2217,,Phage tail assembly protein,1,1,1.0,1,5072,,,,303,303,303.0,,,,GEGEGB_18115,,,,,
group_2216,,phage major tail tube protein,1,1,1.0,1,5071,,,,516,516,516.0,,,,GEGEGB_18110,,,,,
group_2215,,Phage tail sheath protein FI,1,1,1.0,1,5070,,,,1173,1173,1173.0,,,,GEGEGB_18105,,,,,
group_2214,spoIVCA,Site-specific DNA recombinase SpoIVCA/DNA invertase PinE,1,1,1.0,1,5069,,,,567,567,567.0,,,,GEGEGB_18100,,,,,
group_2213,gpI,phage tail protein I,1,1,1.0,1,5068,,,,606,606,606.0,,,,GEGEGB_18080,,,,,
group_2212,tnp,IS200/IS605 family IS200F transposase,1,1,1.0,1,5067,,,,459,459,459.0,,,,GEGEGB_15895,,,,,
group_2211,tnp,IS200/IS605 family IS200F transposase,1,1,1.0,1,5066,,,,459,459,459.0,,,,GEGEGB_15775,,,,,
group_2210,,hypothetical protein,1,1,1.0,1,5065,,,,183,183,183.0,,,,GEGEGB_15725,,,,,
group_2209,tnp,IS200/IS605 family IS200F transposase,1,1,1.0,1,5064,,,,459,459,459.0,,,,GEGEGB_15720,,,,,
group_2208,,hypothetical protein,1,1,1.0,1,5063,,,,183,183,183.0,,,,GEGEGB_15350,,,,,
group_2207,tnp,IS200/IS605 family IS200F transposase,1,1,1.0,1,5062,,,,459,459,459.0,,,,GEGEGB_15345,,,,,
group_2206,tnp,IS200/IS605 family IS200F transposase,1,1,1.0,1,5061,,,,459,459,459.0,,,,GEGEGB_15285,,,,,
group_2205,spoIVCA,Site-specific DNA recombinase SpoIVCA/DNA invertase PinE,1,1,1.0,1,5060,,,,567,567,567.0,,,,GEGEGB_14060,,,,,
group_2204,,Phage tail sheath protein FI,1,1,1.0,1,5059,,,,1173,1173,1173.0,,,,GEGEGB_14055,,,,,
group_2203,,phage major tail tube protein,1,1,1.0,1,5058,,,,516,516,516.0,,,,GEGEGB_14050,,,,,
group_2202,,Phage tail assembly protein,1,1,1.0,1,5057,,,,303,303,303.0,,,,GEGEGB_14045,,,,,
group_2201,,Phage-related tail protein,1,1,1.0,1,5056,,,,3078,3078,3078.0,,,,GEGEGB_14040,,,,,
group_2200,,Phage protein U,1,1,1.0,1,5055,,,,486,486,486.0,,,,GEGEGB_14035,,,,,
group_2199,gpD,Phage protein D,1,1,1.0,1,5054,,,,1101,1101,1101.0,,,,GEGEGB_14030,,,,,
group_2198,tnp,IS200/IS605 family IS200F transposase,1,1,1.0,1,5053,,,,459,459,459.0,,,,GEGEGB_12985,,,,,
group_2197,tnp,IS200/IS605 family IS200F transposase,1,1,1.0,1,5052,,,,459,459,459.0,,,,GEGEGB_12655,,,,,
group_2196,tnp,IS200/IS605 family IS200F transposase,1,1,1.0,1,5051,,,,459,459,459.0,,,,GEGEGB_11895,,,,,
group_2194,tnp,IS200/IS605 family IS200F transposase,1,1,1.0,1,5049,,,,459,459,459.0,,,,GEGEGB_09685,,,,,
group_2193,tnp,IS200/IS605 family IS200F transposase,1,1,1.0,1,5048,,,,459,459,459.0,,,,GEGEGB_09175,,,,,
group_2192,tnp,IS200/IS605 family IS200F transposase,1,1,1.0,1,5047,,,,459,459,459.0,,,,GEGEGB_08210,,,,,
group_2191,tnp,IS200/IS605 family IS200F transposase,1,1,1.0,1,5046,,,,459,459,459.0,,,,GEGEGB_07415,,,,,
group_2190,tnp,IS200/IS605 family IS200F transposase,1,1,1.0,1,5045,,,,459,459,459.0,,,,GEGEGB_06105,,,,,
group_2189,tnp,IS200/IS605 family IS200F transposase,1,1,1.0,1,5044,,,,459,459,459.0,,,,GEGEGB_03190,,,,,
group_2187,,hypothetical protein,1,1,1.0,1,5042,,,,354,354,354.0,,,BEJGEH_22910,,,,,,
group_2186,tnp,IS3 family ISSen1 transposase ORF A,1,1,1.0,1,5041,,,,402,402,402.0,,,BEJGEH_22905,,,,,,
group_2185,tnp,IS4 family IS10R transposase,1,1,1.0,1,5040,,,,1209,1209,1209.0,,,BEJGEH_21810,,,,,,
group_2184,,IS110 family transposase,1,1,1.0,1,5039,,,,987,987,987.0,,,BEJGEH_21735,,,,,,
group_2183,,IS110 family transposase,1,1,1.0,1,5038,,,,987,987,987.0,,,BEJGEH_17665,,,,,,
group_2182,,hypothetical protein,1,1,1.0,1,5037,,,,354,354,354.0,,,BEJGEH_17550,,,,,,
group_2181,tnp,IS4 family IS10R transposase,1,1,1.0,1,5036,,,,1209,1209,1209.0,,,BEJGEH_15205,,,,,,
group_2180,tnp,IS4 family IS10R transposase,1,1,1.0,1,5035,,,,1209,1209,1209.0,,,BEJGEH_14610,,,,,,
group_2179,tnp,IS4 family IS10R transposase,1,1,1.0,1,5034,,,,1209,1209,1209.0,,,BEJGEH_12970,,,,,,
group_2178,tnp,IS3 family ISSen1 transposase,1,1,1.0,1,5033,,,,237,237,237.0,,,BEJGEH_09825,,,,,,
group_2177,,hypothetical protein,1,1,1.0,1,5032,,,,354,354,354.0,,,BEJGEH_09820,,,,,,
group_2176,tnp,IS3 family ISSen1 transposase ORF A,1,1,1.0,1,5031,,,,402,402,402.0,,,BEJGEH_09815,,,,,,
group_2175,tnp,IS4 family IS10R transposase,1,1,1.0,1,5030,,,,1209,1209,1209.0,,,BEJGEH_07530,,,,,,
group_2174,,IS110 family transposase,1,1,1.0,1,5029,,,,987,987,987.0,,,BEJGEH_04105,,,,,,
group_2173,tnp,IS4 family IS10R transposase,1,1,1.0,1,5028,,,,1209,1209,1209.0,,,BEJGEH_02460,,,,,,
group_2172,tnp,IS4 family IS10R transposase,1,1,1.0,1,5027,,,,1209,1209,1209.0,,,BEJGEH_01570,,,,,,
dinI,dinI,Gifsy-1 prophage DinI,1,1,1.0,1,5026,,,,234,234,234.0,AJBGEP_06320,,,,,,,,
group_2170,hisL,his operon leader peptide,1,1,1.0,1,5024,,,,42,42,42.0,,,,GEGEGB_04255,,,,,
group_2169,,Phage virulence factor,1,1,1.0,1,5023,,,,45,45,45.0,,,,,,LNHIMF_09695,,,
group_2164,,DUF551 domain-containing protein,1,1,1.0,1,5010,,,,69,69,69.0,,,,,ODDLKH_08335,,,,
group_2162,,Histone H1,1,1,1.0,1,5007,,,,81,81,81.0,,,,,,,,,PKJKAM_15815
group_2157,,hypothetical protein,1,1,1.0,1,4995,,,,93,93,93.0,,,,,,LNHIMF_13935,,,
group_2156,,hypothetical protein,1,1,1.0,1,4994,,,,93,93,93.0,,,,GEGEGB_23050,,,,,
group_2155,,hypothetical protein,1,1,1.0,1,4993,,,,93,93,93.0,,HFCAGB_03080,,,,,,,
group_2154,,hypothetical protein,1,1,1.0,1,4992,,,,93,93,93.0,,HFCAGB_01535,,,,,,,
group_2153,,hypothetical protein,1,1,1.0,1,4991,,,,96,96,96.0,,,,,,,ONMMKP_03810,,
group_2152,,hypothetical protein,1,1,1.0,1,4990,,,,96,96,96.0,,,,,,LNHIMF_02990,,,
group_2151,,hypothetical protein,1,1,1.0,1,4989,,,,96,96,96.0,,,,GEGEGB_22350,,,,,
group_2150,,hypothetical protein,1,1,1.0,1,4988,,,,96,96,96.0,,,,GEGEGB_00530,,,,,
group_2149,,hypothetical protein,1,1,1.0,1,4987,,,,96,96,96.0,,,BEJGEH_09975,,,,,,
group_2145,,hypothetical protein,1,1,1.0,1,4981,,,,102,102,102.0,,,BEJGEH_06010,,,,,,
group_2140,,Transposase,1,1,1.0,1,4975,,,,105,105,105.0,,,BEJGEH_19040,,,,,,
group_2139,,hypothetical protein,1,1,1.0,1,4974,,,,105,105,105.0,,,BEJGEH_15210,,,,,,
group_2138,,hypothetical protein,1,1,1.0,1,4973,,,,105,105,105.0,,,BEJGEH_07665,,,,,,
group_2136,,Gp60,1,1,1.0,1,4971,,,,108,108,108.0,,,,,,LNHIMF_02925,,,
group_2135,,Hypothetical phage-related protein,1,1,1.0,1,4970,,,,108,108,108.0,,,,,ODDLKH_08345,,,,
group_2134,,hypothetical protein,1,1,1.0,1,4969,,,,108,108,108.0,,,BEJGEH_22995,,,,,,
group_2132,,hypothetical protein,1,1,1.0,1,4967,,,,108,108,108.0,,HFCAGB_06780,,,,,,,
group_2131,,hypothetical protein,1,1,1.0,1,4966,,,,111,111,111.0,,,BEJGEH_15945,,,,,,
group_2130,,hypothetical protein,1,1,1.0,1,4965,,,,111,111,111.0,,HFCAGB_06040,,,,,,,
group_2128,,hypothetical protein,1,1,1.0,1,4962,,,,114,114,114.0,,,,GEGEGB_05420,,,,,
group_2126,,Gp51,1,1,1.0,1,4960,,,,114,114,114.0,,HFCAGB_02985,,,,,,,
group_2125,,hypothetical protein,1,1,1.0,1,4959,,,,114,114,114.0,AJBGEP_24170,,,,,,,,
group_2122,,Short chain dehydrogenase,1,1,1.0,1,4955,,,,117,117,117.0,,,,,,LNHIMF_23575,,,
group_2121,,hypothetical protein,1,1,1.0,1,4954,,,,117,117,117.0,,,,,,LNHIMF_23545,,,
group_2120,symE,Toxin-module SymE,1,1,1.0,1,4953,,,,117,117,117.0,,,,,,LNHIMF_01555,,,
group_2118,,hypothetical protein,1,1,1.0,1,4950,,,,120,120,120.0,,,,,,,ONMMKP_06845,,
group_2117,,IS1380 family transposase,1,1,1.0,1,4949,,,,123,123,123.0,,,,,,,ONMMKP_14815,,
group_2116,tnp,IS3 family transposase,1,1,1.0,1,4948,,,,123,123,123.0,,,,,,LNHIMF_11170,,,
group_2115,,hypothetical protein,1,1,1.0,1,4947,,,,126,126,126.0,,,,GEGEGB_09035,,,,,
group_2113,,Cytoplasmic protein,1,1,1.0,1,4945,,,,126,126,126.0,,HFCAGB_02995,,,,,,,
group_2111,,hypothetical protein,1,1,1.0,1,4943,,,,129,129,129.0,,,,GEGEGB_05945,,,,,
group_2110,,hypothetical protein,1,1,1.0,1,4942,,,,129,129,129.0,,,BEJGEH_15950,,,,,,
group_2109,,hypothetical protein,1,1,1.0,1,4941,,,,129,129,129.0,,HFCAGB_01530,,,,,,,
group_2108,,TIGR03758 family integrating conjugative element protein,1,1,1.0,1,4938,,,,132,132,132.0,,,,,,,ONMMKP_11430,,
group_2107,,Inner membrane protein,1,1,1.0,1,4937,,,,132,132,132.0,,,,,,LNHIMF_22040,,,
group_2106,,Lambda Phage CIII,1,1,1.0,1,4936,,,,132,132,132.0,,,,,,LNHIMF_02875,,,
group_2105,,hypothetical protein,1,1,1.0,1,4935,,,,132,132,132.0,,,,GEGEGB_02060,,,,,
group_2103,,GpE family phage tail protein,1,1,1.0,1,4933,,,,135,135,135.0,,,BEJGEH_22875,,,,,,
group_2102,,hypothetical protein,1,1,1.0,1,4932,,,,135,135,135.0,,,BEJGEH_00340,,,,,,
group_2101,,Bacteriophage P22 eaA - eaI genes,1,1,1.0,1,4931,,,,138,138,138.0,,,,,,,,IKCLMC_11635,
group_2100,,dehydrogenase,1,1,1.0,1,4930,,,,138,138,138.0,,,,,,LNHIMF_02815,,,
group_2099,,GpE family phage tail protein,1,1,1.0,1,4929,,,,138,138,138.0,,,,GEGEGB_07175,,,,,
group_2097,,Transposase,1,1,1.0,1,4927,,,,141,141,141.0,,,,,,LNHIMF_23680,,,
group_2096,,hypothetical protein,1,1,1.0,1,4926,,,,141,141,141.0,,,,GEGEGB_20775,,,,,
group_2095,,Protease FtsH-inhibitory lysogeny factor CIII,1,1,1.0,1,4925,,,,141,141,141.0,,HFCAGB_02990,,,,,,,
group_2092,,Antibiotic ABC transporter permease,1,1,1.0,1,4922,,,,144,144,144.0,,,,,,,ONMMKP_03950,,
group_2091,,Phage tail assembly protein,1,1,1.0,1,4921,,,,144,144,144.0,,,,,,LNHIMF_10760,,,
group_2089,,hypothetical protein,1,1,1.0,1,4918,,,,150,150,150.0,,,,,,,,,PKJKAM_20110
kil,kil,Protein kil,1,1,1.0,1,4915,,,,153,153,153.0,,,,,,LNHIMF_02870,,,
group_2086,,SMODS and SLOG-associating 2TM effector domain-containing protein,1,1,1.0,1,4914,,,,153,153,153.0,,HFCAGB_11290,,,,,,,
group_2083,,Type I toxin-antitoxin system Hok family toxin,1,1,1.0,1,4911,,,,156,156,156.0,,,,,,,,IKCLMC_04515,
group_2081,,Arm DNA-binding domain-containing protein,1,1,1.0,1,4909,,,,156,156,156.0,,,,,,,ONMMKP_11480,,
group_2080,,Phage tail protein,1,1,1.0,1,4908,,,,156,156,156.0,,,,,,LNHIMF_03475,,,
group_2079,msgA,Virulence protein MsgA,1,1,1.0,1,4907,,,,156,156,156.0,,,BEJGEH_11340,,,,,,
group_2078,,Mutator family transposase,1,1,1.0,1,4906,,,,159,159,159.0,,,,,,,ONMMKP_07990,,
group_2077,,Protease FtsH-inhibitory lysogeny factor CIII,1,1,1.0,1,4905,,,,159,159,159.0,,,,,,,ONMMKP_03940,,
group_2071,,MYM-type domain-containing protein,1,1,1.0,1,4897,,,,159,159,159.0,AJBGEP_05030,,,,,,,,
group_2069,,hypothetical protein,1,1,1.0,1,4895,,,,159,159,159.0,,,BEJGEH_01520,,,,,,
group_2068,,hypothetical protein,1,1,1.0,1,4894,,,,162,162,162.0,,,,,,,,,PKJKAM_09295
group_2066,,Arc-like DNA binding domain-containing protein,1,1,1.0,1,4892,,,,162,162,162.0,,,,,,,ONMMKP_03705,,
group_2065,,hypothetical protein,1,1,1.0,1,4891,,,,162,162,162.0,,,,,,LNHIMF_19160,,,
group_2064,,Host cell division inhibitor Icd-like protein,1,1,1.0,1,4890,,,,162,162,162.0,,,,,,LNHIMF_03250,,,
group_2063,,hypothetical protein,1,1,1.0,1,4888,,,,162,162,162.0,AJBGEP_20255,,,,,,,,
group_2062,,Prophage protein,1,1,1.0,1,4887,,,,165,165,165.0,,,,,,,,,PKJKAM_15805
group_2060,,Transposase,1,1,1.0,1,4885,,,,165,165,165.0,,,,,,LNHIMF_06445,,,
group_2059,,DUF3102 domain-containing protein,1,1,1.0,1,4884,,,,165,165,165.0,,,,GEGEGB_07290,,,,,
