"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000022165.1","GCF_000020925.1","GCF_000020885.1","GCF_000007545.1","GCF_000170215.1","GCF_000020745.1","GCF_000171535.2","GCF_000171415.1","GCF_000171515.1"
"LNHIMF_03335","cloud","phage holin, lambda family","2","2","1.0","NA","NA","","","","338","338","338.0","AJBGEP_10670","","","","","LNHIMF_03335","","",""
"LNHIMF_03350","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","251","251","251.0","","","","","","LNHIMF_03350","","",""
"LNHIMF_07140","cloud","hypothetical protein","3","3","1.0","NA","NA","","","","212","215","214.0","","HFCAGB_09545","","","ODDLKH_09285","LNHIMF_07140","","",""
"LNHIMF_07590","cloud","Aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","2","2","1.0","NA","NA","","","","395","1172","783.5","","","BEJGEH_08110","","","LNHIMF_07590","","",""
"LNHIMF_07595","cloud","PTS system maltose-specific EIICB component","1","1","1.0","NA","NA","","","","1592","1592","1592.0","","","","","","LNHIMF_07595","","",""
"LNHIMF_07600","cloud","Maltose regulon regulatory protein malI","2","2","1.0","NA","NA","","","","590","1028","809.0","","","BEJGEH_08105","","","LNHIMF_07600","","",""
"LNHIMF_08040","cloud","Phage membrane protein","1","1","1.0","NA","NA","","","","458","458","458.0","","","","","","LNHIMF_08040","","",""
"LNHIMF_08050","cloud","Toll/interleukin-1 receptor domain-containing protein","1","1","1.0","NA","NA","","","","950","950","950.0","","","","","","LNHIMF_08050","","",""
"LNHIMF_08055","cloud","Sea24","1","1","1.0","NA","NA","","","","434","434","434.0","","","","","","LNHIMF_08055","","",""
"LNHIMF_08060","cloud","Isomerase","1","1","1.0","NA","NA","","","","203","203","203.0","","","","","","LNHIMF_08060","","",""
"LNHIMF_08070","cloud","HTH-type transcriptional regulator PgrR","2","2","1.0","NA","NA","","","","908","908","908.0","","","BEJGEH_07635","","","LNHIMF_08070","","",""
"LNHIMF_09620","cloud","protein-serine/threonine phosphatase","1","1","1.0","NA","NA","","","","884","884","884.0","","","","","","LNHIMF_09620","","",""
"LNHIMF_09650","cloud","Tail fiber assembly protein","1","1","1.0","NA","NA","","","","200","200","200.0","","","","","","LNHIMF_09650","","",""
"LNHIMF_09665","cloud","PhoPQ-activated integral membrane protein","2","2","1.0","NA","NA","","","","263","263","263.0","","HFCAGB_07080","","","","LNHIMF_09665","","",""
"LNHIMF_09700","cloud","Short-chain dehydrogenase","1","1","1.0","NA","NA","","","","1328","1328","1328.0","","","","","","LNHIMF_09700","","",""
"LNHIMF_09725","cloud","Putative lipoprotein RzoQ","2","2","1.0","NA","NA","","","","254","254","254.0","","","","","ODDLKH_11810","LNHIMF_09725","","",""
"LNHIMF_09735","shell","Site-specific recombinase XerD","7","10","1.43","NA","NA","","","","512","1079","800.3","AJBGEP_09840","HFCAGB_07020" "HFCAGB_06735","","","ODDLKH_11825","LNHIMF_09735","ONMMKP_00805","IKCLMC_21520" "IKCLMC_21420","PKJKAM_21600" "PKJKAM_21495"
"LNHIMF_13710","cloud","Cytoplasmic protein","1","1","1.0","NA","NA","","","","134","134","134.0","","","","","","LNHIMF_13710","","",""
"LNHIMF_15630","cloud","nucleoside/nucleotide kinase family protein","1","1","1.0","NA","NA","","","","716","716","716.0","","","","","","LNHIMF_15630","","",""
"LNHIMF_15635","cloud","DNA-binding transcriptional regulator, MltR family","1","1","1.0","NA","NA","","","","587","587","587.0","","","","","","LNHIMF_15635","","",""
"LNHIMF_15640","cloud","class II fructose-bisphosphatase","1","1","1.0","NA","NA","","","","971","971","971.0","","","","","","LNHIMF_15640","","",""
"LNHIMF_15645","cloud","Threonine dehydrogenase or related Zn-dependent dehydrogenase","1","1","1.0","NA","NA","","","","1274","1274","1274.0","","","","","","LNHIMF_15645","","",""
"LNHIMF_15650","cloud","protein-N(pi)-phosphohistidine--D-mannitol phosphotransferase","1","1","1.0","NA","NA","","","","1379","1379","1379.0","","","","","","LNHIMF_15650","","",""
"LNHIMF_15655","cloud","PTS mannitol transporter subunit IIA","1","1","1.0","NA","NA","","","","443","443","443.0","","","","","","LNHIMF_15655","","",""
"LNHIMF_15905","cloud","TetR family transcriptional regulator","1","1","1.0","NA","NA","","","","473","473","473.0","","","","","","LNHIMF_15905","","",""
"LNHIMF_15910","cloud","beta-glucuronidase","1","1","1.0","NA","NA","","","","1811","1811","1811.0","","","","","","LNHIMF_15910","","",""
"LNHIMF_15915","cloud","glucuronide transporter","1","1","1.0","NA","NA","","","","1373","1373","1373.0","","","","","","LNHIMF_15915","","",""
"LNHIMF_15920","cloud","Glucuronide uptake porin UidC","1","1","1.0","NA","NA","","","","1265","1265","1265.0","","","","","","LNHIMF_15920","","",""
"LNHIMF_19140","cloud","Transcriptional regulator","3","3","1.0","NA","NA","","","","89","89","89.0","","","","","","LNHIMF_19140","","IKCLMC_13040","PKJKAM_17945"
"LNHIMF_19155","cloud","Uncharacterized protein, contains GIY-YIG domain","1","1","1.0","NA","NA","","","","779","779","779.0","","","","","","LNHIMF_19155","","",""
"LNHIMF_19160","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","161","161","161.0","","","","","","LNHIMF_19160","","",""
"LNHIMF_19415","cloud","DUF4056 domain-containing protein","3","3","1.0","NA","NA","","","","1127","1127","1127.0","","","BEJGEH_19420","GEGEGB_19485","","LNHIMF_19415","","",""
"LNHIMF_19435","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","194","194","194.0","","","","","","LNHIMF_19435","","",""
"LNHIMF_21360","cloud","N-acetyltransferase domain-containing protein","1","1","1.0","NA","NA","","","","533","533","533.0","","","","","","LNHIMF_21360","","",""
"LNHIMF_21365","cloud","Phage protein","1","1","1.0","NA","NA","","","","173","173","173.0","","","","","","LNHIMF_21365","","",""
"LNHIMF_21370","cloud","Pyocin activator protein PrtN","1","1","1.0","NA","NA","","","","272","272","272.0","","","","","","LNHIMF_21370","","",""
"LNHIMF_21375","cloud","DUF551 domain-containing protein","1","1","1.0","NA","NA","","","","368","368","368.0","","","","","","LNHIMF_21375","","",""
"LNHIMF_21385","cloud","hypothetical protein","2","2","1.0","NA","NA","","","","233","302","267.5","","","","","","LNHIMF_21385","","","PKJKAM_01375"
"LNHIMF_21390","cloud","Ead/Ea22-like family protein","1","1","1.0","NA","NA","","","","701","701","701.0","","","","","","LNHIMF_21390","","",""
"LNHIMF_21400","cloud","Phage protein","3","3","1.0","NA","NA","","","","827","827","827.0","AJBGEP_10755","HFCAGB_11125","","","","LNHIMF_21400","","",""
"LNHIMF_21410","cloud","BssS family protein","1","1","1.0","NA","NA","","","","251","251","251.0","","","","","","LNHIMF_21410","","",""
"LNHIMF_21420","cloud","SOS-response repressor and protease LexA","1","1","1.0","NA","NA","","","","626","626","626.0","","","","","","LNHIMF_21420","","",""
"LNHIMF_21425","cloud","Cell division protein","1","1","1.0","NA","NA","","","","200","200","200.0","","","","","","LNHIMF_21425","","",""
"LNHIMF_21430","cloud","YmfL family putative regulatory protein","1","1","1.0","NA","NA","","","","551","551","551.0","","","","","","LNHIMF_21430","","",""
"LNHIMF_21435","cloud","Uncharacterized protein YmfM","1","1","1.0","NA","NA","","","","338","338","338.0","","","","","","LNHIMF_21435","","",""
"LNHIMF_21440","cloud","Helix-turn-helix domain-containing protein","1","1","1.0","NA","NA","","","","941","941","941.0","","","","","","LNHIMF_21440","","",""
"LNHIMF_21445","cloud","phage N-6-adenine-methyltransferase","1","1","1.0","NA","NA","","","","653","653","653.0","","","","","","LNHIMF_21445","","",""
"LNHIMF_21450","cloud","LexA family transcriptional regulator","1","1","1.0","NA","NA","","","","326","326","326.0","","","","","","LNHIMF_21450","","",""
"LNHIMF_21460","cloud","KilA-N domain-containing protein","1","1","1.0","NA","NA","","","","797","797","797.0","","","","","","LNHIMF_21460","","",""
"LNHIMF_21470","cloud","Prophage antitermination Q-like protein QuuQ","2","2","1.0","NA","NA","","","","752","752","752.0","","HFCAGB_11035","","","","LNHIMF_21470","","",""
"LNHIMF_21485","cloud","Prophage membrane protein","2","2","1.0","NA","NA","","","","389","389","389.0","","","","GEGEGB_10040","","LNHIMF_21485","","",""
"LNHIMF_21490","cloud","Phage holin family protein","2","2","1.0","NA","NA","","","","281","281","281.0","","","","GEGEGB_10035","","LNHIMF_21490","","",""
"LNHIMF_21495","cloud","Chitinase, GH19 family","4","5","1.25","NA","NA","","","","614","614","614.0","AJBGEP_10665","HFCAGB_05370","","GEGEGB_10030","","LNHIMF_21495" "LNHIMF_03340","","",""
"LNHIMF_21500","cloud","DUF2514 domain-containing protein","2","2","1.0","NA","NA","","","","542","551","546.5","","HFCAGB_05375","","","","LNHIMF_21500","","",""
"LNHIMF_21510","cloud","Gp74","1","1","1.0","NA","NA","","","","344","344","344.0","","","","","","LNHIMF_21510","","",""
"LNHIMF_21515","cloud","phage terminase small subunit P27 family","1","1","1.0","NA","NA","","","","464","464","464.0","","","","","","LNHIMF_21515","","",""
"LNHIMF_21520","cloud","Terminase large subunit","1","1","1.0","NA","NA","","","","1742","1742","1742.0","","","","","","LNHIMF_21520","","",""
"LNHIMF_21525","cloud","phage portal protein","1","1","1.0","NA","NA","","","","1304","1304","1304.0","","","","","","LNHIMF_21525","","",""
"LNHIMF_21530","cloud","ATP-dependent Clp protease proteolytic subunit","1","1","1.0","NA","NA","","","","848","848","848.0","","","","","","LNHIMF_21530","","",""
"LNHIMF_21535","cloud","phage major capsid protein","1","1","1.0","NA","NA","","","","1217","1217","1217.0","","","","","","LNHIMF_21535","","",""
"LNHIMF_21540","cloud","DUF1839 domain-containing protein","1","1","1.0","NA","NA","","","","269","269","269.0","","","","","","LNHIMF_21540","","",""
"LNHIMF_21545","cloud","head-tail connector protein","1","1","1.0","NA","NA","","","","323","323","323.0","","","","","","LNHIMF_21545","","",""
"LNHIMF_21550","cloud","phage head closure protein","1","1","1.0","NA","NA","","","","413","413","413.0","","","","","","LNHIMF_21550","","",""
"LNHIMF_21585","cloud","Phage tail tape measure protein domain-containing protein","3","4","1.33","NA","NA","","","","1925","1928","1927.25","AJBGEP_10565","HFCAGB_10920","","","","LNHIMF_10820" "LNHIMF_21585","","",""
"LNHIMF_21590","cloud","Phage protein","1","1","1.0","NA","NA","","","","449","449","449.0","","","","","","LNHIMF_21590","","",""
"LNHIMF_21600","cloud","Baseplate protein","3","4","1.33","NA","NA","","","","1058","1064","1059.5","AJBGEP_10555","HFCAGB_10910","","","","LNHIMF_10810" "LNHIMF_21600","","",""
"LNHIMF_21615","cloud","Baseplate protein J-like domain-containing protein","3","5","1.67","NA","NA","","","","521","1079","856.4","AJBGEP_10540" "AJBGEP_10535","HFCAGB_10895","","","","LNHIMF_10795" "LNHIMF_21615","","",""
"LNHIMF_21625","cloud","putative phage tail fiber protein","1","1","1.0","NA","NA","","","","1094","1094","1094.0","","","","","","LNHIMF_21625","","",""
"LNHIMF_21630","cloud","Phage tail protein","2","2","1.0","NA","NA","","","","407","407","407.0","","","","GEGEGB_22755","","LNHIMF_21630","","",""
"LNHIMF_21640","cloud","Helix-turn-helix domain-containing protein","1","1","1.0","NA","NA","","","","563","563","563.0","","","","","","LNHIMF_21640","","",""
"LNHIMF_21645","cloud","DNA damage-inducible protein","1","1","1.0","NA","NA","","","","248","248","248.0","","","","","","LNHIMF_21645","","",""
"LNHIMF_21650","cloud","Tyr recombinase domain-containing protein","1","1","1.0","NA","NA","","","","1097","1097","1097.0","","","","","","LNHIMF_21650","","",""
"ONMMKP_03375","shell","Major outer membrane lipoprotein Lpp 2","4","4","1.0","NA","NA","","","","302","305","303.5","AJBGEP_07285","","","","","","ONMMKP_03375","IKCLMC_24000","PKJKAM_04200"
"ONMMKP_05350","cloud","hypothetical protein","3","3","1.0","NA","NA","","","","140","158","146.0","","","","GEGEGB_09790","","","ONMMKP_05350","","PKJKAM_03380"
"ONMMKP_05425","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","425","425","425.0","","","","","","","ONMMKP_05425","",""
"ONMMKP_05580","cloud","Phage endolysin","1","1","1.0","NA","NA","","","","626","626","626.0","","","","","","","ONMMKP_05580","",""
"ONMMKP_05585","cloud","phage holin, lambda family","3","4","1.33","NA","NA","","","","347","347","347.0","","HFCAGB_05365" "HFCAGB_11025","","","","LNHIMF_10920","ONMMKP_05585","",""
"ONMMKP_05595","cloud","Gifsy-1 prophage RegQ","1","1","1.0","NA","NA","","","","689","689","689.0","","","","","","","ONMMKP_05595","",""
"ONMMKP_05625","cloud","Lipoprotein","1","1","1.0","NA","NA","","","","260","260","260.0","","","","","","","ONMMKP_05625","",""
"ONMMKP_05630","cloud","DUF551 domain-containing protein","1","1","1.0","NA","NA","","","","308","308","308.0","","","","","","","ONMMKP_05630","",""
"ONMMKP_05635","cloud","PmgT","1","1","1.0","NA","NA","","","","500","500","500.0","","","","","","","ONMMKP_05635","",""
"ONMMKP_05645","cloud","Replication protein","1","1","1.0","NA","NA","","","","917","917","917.0","","","","","","","ONMMKP_05645","",""
"ONMMKP_05655","cloud","Helix-turn-helix domain-containing protein","1","1","1.0","NA","NA","","","","236","236","236.0","","","","","","","ONMMKP_05655","",""
"ONMMKP_05660","cloud","Transcriptional regulator","1","1","1.0","NA","NA","","","","290","290","290.0","","","","","","","ONMMKP_05660","",""
"ONMMKP_05665","cloud","HipA-like protein","1","1","1.0","NA","NA","","","","848","848","848.0","","","","","","","ONMMKP_05665","",""
"ONMMKP_05670","cloud","Phage-like protein","1","1","1.0","NA","NA","","","","806","806","806.0","","","","","","","ONMMKP_05670","",""
"ONMMKP_05675","cloud","Bacteriophage protein","2","2","1.0","NA","NA","","","","206","206","206.0","AJBGEP_06260","","","","","","ONMMKP_05675","",""
"ONMMKP_07955","cloud","AcrB/AcrD/AcrF family protein","1","1","1.0","NA","NA","","","","542","542","542.0","","","","","","","ONMMKP_07955","",""
"ONMMKP_07980","cloud","Inner membrane protein","1","1","1.0","NA","NA","","","","1586","1586","1586.0","","","","","","","ONMMKP_07980","",""
"ONMMKP_07985","cloud","Transposase","2","2","1.0","NA","NA","","","","125","233","179.0","","","","GEGEGB_05410","","","ONMMKP_07985","",""
"ONMMKP_07995","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","338","338","338.0","","","","","","","ONMMKP_07995","",""
"ONMMKP_08000","cloud","Mutator family transposase","1","1","1.0","NA","NA","","","","290","290","290.0","","","","","","","ONMMKP_08000","",""
"ONMMKP_08005","cloud","Glycosyltransferase RgtA/B/C/D-like domain-containing protein","1","1","1.0","NA","NA","","","","1454","1454","1454.0","","","","","","","ONMMKP_08005","",""
"ONMMKP_10200","cloud","Aldo-keto reductase family 1 member C1-like protein -alpha-hydroxysteroid dehydrogenase 20-alpha-HSDDihydrodiol dehydrogenase 1 DD-1 DD1","4","4","1.0","NA","NA","","","","989","989","989.0","","HFCAGB_00715","BEJGEH_00740","GEGEGB_00755","","","ONMMKP_10200","",""
"ONMMKP_12350","cloud","Mutator family transposase","4","5","1.25","NA","NA","","","","506","533","527.6","","","BEJGEH_04535" "BEJGEH_21930","","","","ONMMKP_12350","IKCLMC_05635","PKJKAM_06000"
"ONMMKP_12355","cloud","IS256 family transposase","4","4","1.0","NA","NA","","","","290","290","290.0","","","BEJGEH_21925","","","","ONMMKP_12355","IKCLMC_05630","PKJKAM_06005"
"ONMMKP_12380","cloud","Bacterial Ig-like domain-containing protein","3","3","1.0","NA","NA","","","","335","335","335.0","","","","","","","ONMMKP_12380","IKCLMC_05600","PKJKAM_06030"
"ONMMKP_14680","cloud","hypothetical protein","2","2","1.0","NA","NA","","","","425","425","425.0","","","BEJGEH_19505","","","","ONMMKP_14680","",""
"ONMMKP_15780","cloud","Inner membrane protein YiaW","2","2","1.0","NA","NA","","","","362","362","362.0","","","BEJGEH_18645","","","","ONMMKP_15780","",""
"ONMMKP_15785","cloud","Multidrug resistance efflux pump EmrA","2","2","1.0","NA","NA","","","","1136","1136","1136.0","","","BEJGEH_18640","","","","ONMMKP_15785","",""
"ONMMKP_15820","persistent","Two-component response regulator, YesN/AraC family, consists of REC and AraC-type DNA-binding domains","9","9","1.0","NA","NA","","","","812","854","823.33","AJBGEP_19365","HFCAGB_19640","BEJGEH_18605","GEGEGB_20305","ODDLKH_20665","LNHIMF_18610","ONMMKP_15820","IKCLMC_13530","PKJKAM_18440"
"ONMMKP_15945","cloud","Integrase catalytic domain-containing protein","2","2","1.0","NA","NA","","","","236","236","236.0","","","BEJGEH_18480","","","","ONMMKP_15945","",""
"ONMMKP_15950","cloud","DUF3800 domain-containing protein","1","1","1.0","NA","NA","","","","770","770","770.0","","","","","","","ONMMKP_15950","",""
"ONMMKP_15955","cloud","HNH nuclease domain-containing protein","1","1","1.0","NA","NA","","","","1028","1028","1028.0","","","","","","","ONMMKP_15955","",""
"ONMMKP_18635","persistent","putative N-acetyltransferase YhbS","7","8","1.14","NA","NA","","","","488","491","490.62","AJBGEP_22645","HFCAGB_22795","","GEGEGB_22310" "GEGEGB_23025","ODDLKH_00885","LNHIMF_22030","ONMMKP_18635","","PKJKAM_09805"
"ONMMKP_18640","cloud","Cytosine-specific methyltransferase","1","1","1.0","NA","NA","","","","1085","1085","1085.0","","","","","","","ONMMKP_18640","",""
"ONMMKP_18645","cloud","Lantibiotic biosynthesis dehydratase-like protein","1","1","1.0","NA","NA","","","","2765","2765","2765.0","","","","","","","ONMMKP_18645","",""
"ONMMKP_18650","cloud","Kinetochore protein","1","1","1.0","NA","NA","","","","2780","2780","2780.0","","","","","","","ONMMKP_18650","",""
"ONMMKP_18655","cloud","Helicase","1","1","1.0","NA","NA","","","","5942","5942","5942.0","","","","","","","ONMMKP_18655","",""
"ONMMKP_18660","cloud","PD-(D/E)XK endonuclease-like domain-containing protein","1","1","1.0","NA","NA","","","","1148","1148","1148.0","","","","","","","ONMMKP_18660","",""
